Age,MeanDNE.Apex,MedianDNE.Apex,IQRDNE.Apex,TotalDNE.TotalPolygonFaces,MedianDNE.Whole,IQRDNE.Whole,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Proportion.DNEover0.6,Population
67,0.039131 ,0.014072 ,0.029560 ,0.028615 ,0.009122 ,0.023785 ,0.022742 ,0.026635 ,0.003941 ,0.001612 ,European
67,0.035849 ,0.012884 ,0.029986 ,0.028943 ,0.009558 ,0.022621 ,0.022688 ,0.026500 ,0.004969 ,0.001666 ,European
34,0.025555 ,0.010354 ,0.020178 ,0.021984 ,0.007931 ,0.015815 ,0.020447 ,0.022316 ,0.005179 ,0.001512 ,European
34,0.027690 ,0.010073 ,0.021998 ,0.017215 ,0.007791 ,0.015181 ,0.020553 ,0.022497 ,0.005691 ,0.000589 ,European
70,0.040131 ,0.013645 ,0.030196 ,0.026839 ,0.009531 ,0.019431 ,0.022634 ,0.026292 ,0.004192 ,0.001728 ,European
70,0.040704 ,0.012009 ,0.031796 ,0.025247 ,0.010642 ,0.029469 ,0.022162 ,0.025748 ,0.003887 ,0.001510 ,European
33,0.026102 ,0.010479 ,0.023223 ,0.017628 ,0.007348 ,0.019454 ,0.017323 ,0.016635 ,0.005061 ,0.000928 ,European
33,0.027938 ,0.010678 ,0.019893 ,0.016171 ,0.007110 ,0.015212 ,0.018506 ,0.018799 ,0.005871 ,0.000952 ,European
87,0.042649 ,0.015206 ,0.034942 ,0.027052 ,0.010474 ,0.026101 ,0.024723 ,0.029503 ,0.004743 ,0.001743 ,European
87,0.040018 ,0.015206 ,0.034951 ,0.030905 ,0.010434 ,0.016954 ,0.024590 ,0.029372 ,0.004016 ,0.002925 ,European
25,0.032622 ,0.010375 ,0.018583 ,0.014963 ,0.006847 ,0.019458 ,0.017249 ,0.016299 ,0.005472 ,0.000824 ,European
25,0.030900 ,0.010351 ,0.019127 ,0.013356 ,0.006107 ,0.014032 ,0.019775 ,0.021260 ,0.005383 ,0.000832 ,European
63,0.038671 ,0.011820 ,0.031837 ,0.021180 ,0.008528 ,0.021667 ,0.022782 ,0.026772 ,0.005200 ,0.000970 ,European
35,0.025552 ,0.010616 ,0.016284 ,0.020300 ,0.007102 ,0.016934 ,0.021823 ,0.024982 ,0.005049 ,0.001512 ,European
45,0.030966 ,0.011731 ,0.025498 ,0.020030 ,0.007185 ,0.018347 ,0.020512 ,0.022416 ,0.005228 ,0.001064 ,European
35,0.028897 ,0.010654 ,0.022648 ,0.016122 ,0.006536 ,0.014514 ,0.017602 ,0.017138 ,0.006178 ,0.001046 ,European
79,0.044165 ,0.013256 ,0.034765 ,0.028831 ,0.010739 ,0.025011 ,0.021958 ,0.025458 ,0.004410 ,0.001836 ,European
79,0.045101 ,0.017147 ,0.028397 ,0.024294 ,0.010689 ,0.024280 ,0.020234 ,0.021836 ,0.004286 ,0.002142 ,European
20,0.025058 ,0.008800 ,0.019958 ,0.018852 ,0.004745 ,0.013501 ,0.019641 ,0.020931 ,0.005323 ,0.000722 ,European
67,0.032204 ,0.013524 ,0.030971 ,0.024627 ,0.009607 ,0.021910 ,0.018161 ,0.017785 ,0.004805 ,0.001033 ,European
20,0.024491 ,0.007987 ,0.018076 ,0.019189 ,0.006916 ,0.013796 ,0.017221 ,0.016035 ,0.006411 ,0.001455 ,European
35,0.032037 ,0.010535 ,0.022976 ,0.014476 ,0.007577 ,0.017350 ,0.018224 ,0.018071 ,0.005316 ,0.001202 ,European
35,0.032519 ,0.010656 ,0.026821 ,0.013903 ,0.007640 ,0.015886 ,0.018709 ,0.019315 ,0.005715 ,0.001148 ,European
22,0.026281 ,0.009135 ,0.025037 ,0.016818 ,0.006068 ,0.013983 ,0.021738 ,0.024656 ,0.006105 ,0.000744 ,European
22,0.023612 ,0.007346 ,0.023062 ,0.021075 ,0.005486 ,0.013058 ,0.013574 ,0.012886 ,0.008081 ,0.000731 ,European
76,0.047362 ,0.014390 ,0.032109 ,0.027865 ,0.010519 ,0.020880 ,0.019775 ,0.021242 ,0.004697 ,0.001571 ,European
76,0.036589 ,0.012228 ,0.030176 ,0.017271 ,0.010210 ,0.019562 ,0.020509 ,0.022415 ,0.004603 ,0.001547 ,European
25,0.025893 ,0.009163 ,0.020425 ,0.016656 ,0.007225 ,0.015682 ,0.019280 ,0.020140 ,0.005163 ,0.000845 ,European
25,0.023893 ,0.009154 ,0.020360 ,0.015801 ,0.006945 ,0.014798 ,0.017235 ,0.016118 ,0.005367 ,0.000813 ,European
23,0.030758 ,0.009953 ,0.022063 ,0.016741 ,0.006745 ,0.017107 ,0.017205 ,0.015912 ,0.005407 ,0.000713 ,European
23,0.032572 ,0.009245 ,0.018122 ,0.022113 ,0.006393 ,0.014638 ,0.017235 ,0.016140 ,0.006493 ,0.000732 ,European
26,0.023789 ,0.010347 ,0.023503 ,0.018924 ,0.007221 ,0.014982 ,0.020256 ,0.021920 ,0.005782 ,0.000813 ,European
26,0.037636 ,0.012061 ,0.030227 ,0.027470 ,0.008370 ,0.022067 ,0.023947 ,0.028225 ,0.007231 ,0.002455 ,European
45,0.036372 ,0.011548 ,0.028271 ,0.021693 ,0.007516 ,0.018262 ,0.018720 ,0.019375 ,0.005900 ,0.001257 ,European
45,0.037386 ,0.012134 ,0.019892 ,0.020322 ,0.007084 ,0.021389 ,0.018456 ,0.018624 ,0.005926 ,0.001291 ,European
28,0.026274 ,0.009647 ,0.018005 ,0.018785 ,0.006052 ,0.013950 ,0.020775 ,0.022961 ,0.006473 ,0.000820 ,European
28,0.027844 ,0.009692 ,0.017248 ,0.017529 ,0.006661 ,0.012703 ,0.018326 ,0.018271 ,0.006646 ,0.000813 ,European
46,0.036103 ,0.010059 ,0.026202 ,0.017329 ,0.007486 ,0.018309 ,0.019635 ,0.020918 ,0.005692 ,0.001261 ,European
46,0.030258 ,0.011522 ,0.026732 ,0.021162 ,0.008101 ,0.018208 ,0.020682 ,0.022651 ,0.003745 ,0.001406 ,European
46,0.031288 ,0.009891 ,0.025325 ,0.016343 ,0.008055 ,0.018159 ,0.019696 ,0.021065 ,0.005789 ,0.001292 ,European
46,0.031462 ,0.010813 ,0.027010 ,0.017383 ,0.008577 ,0.018200 ,0.018878 ,0.019549 ,0.005084 ,0.001082 ,European
20,0.032122 ,0.010173 ,0.019240 ,0.014993 ,0.006879 ,0.013834 ,0.017244 ,0.016183 ,0.005169 ,0.000721 ,European
20,0.026077 ,0.007502 ,0.019364 ,0.015903 ,0.006101 ,0.013894 ,0.017232 ,0.016049 ,0.006383 ,0.000797 ,European
41,0.027282 ,0.011105 ,0.027487 ,0.019934 ,0.010705 ,0.019270 ,0.019281 ,0.020178 ,0.006063 ,0.001175 ,European
41,0.024191 ,0.009898 ,0.023685 ,0.016081 ,0.008456 ,0.017212 ,0.017704 ,0.017222 ,0.005507 ,0.001241 ,European
37,0.035541 ,0.010439 ,0.023811 ,0.019682 ,0.007471 ,0.016154 ,0.019501 ,0.020570 ,0.006954 ,0.001034 ,European
37,0.030039 ,0.010764 ,0.026568 ,0.014298 ,0.007181 ,0.016112 ,0.019546 ,0.020642 ,0.005491 ,0.001038 ,European
48,0.029419 ,0.011400 ,0.021216 ,0.024160 ,0.008115 ,0.018216 ,0.020663 ,0.022645 ,0.005323 ,0.001442 ,European
48,0.032473 ,0.012013 ,0.024506 ,0.023261 ,0.008108 ,0.018213 ,0.020438 ,0.022231 ,0.005404 ,0.001266 ,European
27,0.025483 ,0.007155 ,0.018258 ,0.014013 ,0.006430 ,0.014935 ,0.018418 ,0.018579 ,0.005850 ,0.000781 ,European
27,0.031911 ,0.009772 ,0.018780 ,0.015189 ,0.008475 ,0.014128 ,0.016017 ,0.014406 ,0.005795 ,0.000865 ,European
75,0.042017 ,0.013730 ,0.031104 ,0.021669 ,0.012092 ,0.027333 ,0.020778 ,0.022992 ,0.004564 ,0.002072 ,European
75,0.040552 ,0.015213 ,0.035556 ,0.022082 ,0.008864 ,0.026569 ,0.021280 ,0.023375 ,0.004762 ,0.001831 ,European
72,0.031426 ,0.013800 ,0.026299 ,0.030838 ,0.009136 ,0.023728 ,0.021290 ,0.023404 ,0.004318 ,0.001763 ,European
72,0.038136 ,0.013185 ,0.029473 ,0.022754 ,0.009136 ,0.023690 ,0.023225 ,0.027453 ,0.004363 ,0.001734 ,European
62,0.040049 ,0.014339 ,0.031254 ,0.028433 ,0.008414 ,0.021527 ,0.020489 ,0.022381 ,0.004830 ,0.001515 ,European
62,0.034451 ,0.011341 ,0.025138 ,0.021544 ,0.007097 ,0.021585 ,0.021169 ,0.023237 ,0.004318 ,0.001722 ,European
46,0.037183 ,0.011696 ,0.025458 ,0.021574 ,0.008189 ,0.016734 ,0.020658 ,0.022608 ,0.004671 ,0.001237 ,European
46,0.031317 ,0.011879 ,0.026823 ,0.022859 ,0.008443 ,0.014660 ,0.022293 ,0.025921 ,0.004982 ,0.001323 ,European
65,0.041740 ,0.011015 ,0.027174 ,0.020698 ,0.006656 ,0.021405 ,0.021727 ,0.024622 ,0.004963 ,0.001476 ,European
23,0.031714 ,0.009257 ,0.016061 ,0.012892 ,0.006427 ,0.018810 ,0.021031 ,0.023171 ,0.006092 ,0.001875 ,European
23,0.026987 ,0.009782 ,0.020144 ,0.016994 ,0.008212 ,0.011898 ,0.016453 ,0.014993 ,0.005904 ,0.000711 ,European
44,0.029933 ,0.010946 ,0.029141 ,0.016089 ,0.007503 ,0.017038 ,0.019559 ,0.020651 ,0.005722 ,0.001064 ,European
44,0.026662 ,0.010571 ,0.022677 ,0.023084 ,0.007496 ,0.020225 ,0.019317 ,0.020178 ,0.004154 ,0.001173 ,European
72,0.034797 ,0.010415 ,0.030755 ,0.031309 ,0.010751 ,0.025077 ,0.020017 ,0.021482 ,0.004098 ,0.001736 ,European
72,0.041185 ,0.016419 ,0.031887 ,0.027879 ,0.010061 ,0.028777 ,0.022808 ,0.026815 ,0.003955 ,0.001723 ,European
80,0.042193 ,0.013929 ,0.033547 ,0.026921 ,0.010835 ,0.021502 ,0.026744 ,0.032251 ,0.004358 ,0.001808 ,European
80,0.041252 ,0.012064 ,0.033431 ,0.023067 ,0.010553 ,0.020766 ,0.024602 ,0.029420 ,0.004737 ,0.002079 ,European
65,0.036428 ,0.017489 ,0.027145 ,0.029585 ,0.008791 ,0.021693 ,0.020765 ,0.022939 ,0.004076 ,0.001469 ,European
75,0.035762 ,0.013743 ,0.032781 ,0.033288 ,0.010463 ,0.027485 ,0.024018 ,0.028375 ,0.003618 ,0.002040 ,European
85,0.036596 ,0.012284 ,0.029428 ,0.029002 ,0.010670 ,0.023424 ,0.021870 ,0.025192 ,0.004446 ,0.002265 ,European
85,0.039853 ,0.016055 ,0.033153 ,0.032653 ,0.009649 ,0.029235 ,0.024027 ,0.028396 ,0.004001 ,0.002139 ,European
49,0.032541 ,0.011657 ,0.031604 ,0.018004 ,0.007610 ,0.018434 ,0.017849 ,0.017232 ,0.005505 ,0.001291 ,European
49,0.031803 ,0.009600 ,0.024278 ,0.024504 ,0.008443 ,0.019954 ,0.021968 ,0.025483 ,0.005368 ,0.001327 ,European
55,0.033169 ,0.010718 ,0.023892 ,0.022935 ,0.008791 ,0.016931 ,0.020765 ,0.022931 ,0.005076 ,0.001469 ,European
64,0.034372 ,0.013930 ,0.028510 ,0.022439 ,0.008151 ,0.021542 ,0.021280 ,0.023353 ,0.005448 ,0.001522 ,European
64,0.037328 ,0.012629 ,0.030506 ,0.021926 ,0.008806 ,0.021753 ,0.022406 ,0.025957 ,0.005155 ,0.001893 ,European
40,0.027410 ,0.011297 ,0.030700 ,0.018371 ,0.008924 ,0.014495 ,0.018959 ,0.019632 ,0.003566 ,0.001332 ,European
40,0.028869 ,0.010634 ,0.024212 ,0.016329 ,0.007320 ,0.017395 ,0.019655 ,0.020975 ,0.005084 ,0.001058 ,European
59,0.039875 ,0.012727 ,0.028258 ,0.024346 ,0.006938 ,0.019680 ,0.021586 ,0.024005 ,0.004334 ,0.001371 ,European
59,0.039987 ,0.011852 ,0.029858 ,0.023927 ,0.008794 ,0.018245 ,0.021478 ,0.023704 ,0.004394 ,0.001422 ,European
58,0.036237 ,0.010723 ,0.026798 ,0.022973 ,0.008791 ,0.021693 ,0.020765 ,0.022901 ,0.005076 ,0.001469 ,European
78,0.037955 ,0.014829 ,0.033941 ,0.025569 ,0.010592 ,0.021878 ,0.021824 ,0.024994 ,0.004817 ,0.001835 ,European
64,0.030663 ,0.012833 ,0.027323 ,0.026475 ,0.007639 ,0.023154 ,0.018808 ,0.019439 ,0.004496 ,0.001593 ,European
70,0.032045 ,0.013101 ,0.025050 ,0.030102 ,0.009244 ,0.023179 ,0.021556 ,0.023861 ,0.004171 ,0.001830 ,European
45,0.029582 ,0.010549 ,0.023271 ,0.023152 ,0.007493 ,0.018695 ,0.020719 ,0.022793 ,0.005870 ,0.001251 ,European
45,0.025469 ,0.011633 ,0.027785 ,0.015555 ,0.007097 ,0.018302 ,0.019627 ,0.020888 ,0.005488 ,0.001059 ,European
52,0.038985 ,0.012468 ,0.023192 ,0.022232 ,0.008891 ,0.019345 ,0.022505 ,0.026088 ,0.004783 ,0.001397 ,European
52,0.027303 ,0.009851 ,0.021166 ,0.019016 ,0.008247 ,0.016153 ,0.020228 ,0.021818 ,0.004514 ,0.001593 ,European
20,0.025239 ,0.006549 ,0.025268 ,0.016432 ,0.006392 ,0.012274 ,0.015671 ,0.014081 ,0.005758 ,0.000750 ,European
20,0.025520 ,0.010165 ,0.019381 ,0.018233 ,0.006114 ,0.012629 ,0.018545 ,0.019123 ,0.006333 ,0.000718 ,European
72,0.038712 ,0.014111 ,0.030318 ,0.023740 ,0.008771 ,0.021848 ,0.024001 ,0.028367 ,0.004324 ,0.001717 ,European
72,0.032570 ,0.011972 ,0.026277 ,0.021957 ,0.008609 ,0.021805 ,0.023350 ,0.027517 ,0.004945 ,0.001478 ,European
69,0.032714 ,0.012545 ,0.028053 ,0.027779 ,0.008915 ,0.024861 ,0.019662 ,0.020978 ,0.004490 ,0.001544 ,European
69,0.041696 ,0.013688 ,0.028441 ,0.021154 ,0.007397 ,0.021852 ,0.022849 ,0.027017 ,0.004166 ,0.001580 ,European
61,0.041877 ,0.012578 ,0.023667 ,0.025376 ,0.009564 ,0.021868 ,0.023239 ,0.027454 ,0.004684 ,0.001682 ,European
61,0.037843 ,0.012384 ,0.032462 ,0.020991 ,0.008297 ,0.027486 ,0.021528 ,0.023760 ,0.005149 ,0.001599 ,European
76,0.032322 ,0.014071 ,0.025577 ,0.027105 ,0.010283 ,0.015138 ,0.020817 ,0.023034 ,0.004373 ,0.002074 ,European
76,0.037361 ,0.012413 ,0.029764 ,0.032912 ,0.010725 ,0.023003 ,0.022851 ,0.027059 ,0.004478 ,0.001328 ,European
43,0.027557 ,0.009576 ,0.021547 ,0.015816 ,0.007277 ,0.015865 ,0.018083 ,0.017653 ,0.005290 ,0.001143 ,European
43,0.030964 ,0.010930 ,0.025916 ,0.023941 ,0.007105 ,0.017244 ,0.021303 ,0.023416 ,0.005117 ,0.001416 ,European
60,0.042304 ,0.013153 ,0.031998 ,0.030465 ,0.006490 ,0.014207 ,0.018235 ,0.018183 ,0.005968 ,0.000875 ,European
28,0.033506 ,0.010288 ,0.016790 ,0.023662 ,0.006108 ,0.013059 ,0.016260 ,0.014574 ,0.005386 ,0.001039 ,European
60,0.033303 ,0.012647 ,0.026778 ,0.023764 ,0.010405 ,0.020791 ,0.022776 ,0.026729 ,0.004409 ,0.001309 ,European
28,0.031679 ,0.012374 ,0.025093 ,0.023377 ,0.009522 ,0.020042 ,0.021541 ,0.023783 ,0.004697 ,0.001388 ,European
35,0.025998 ,0.010461 ,0.024232 ,0.022095 ,0.007197 ,0.022509 ,0.018403 ,0.018566 ,0.005298 ,0.001046 ,European
58,0.037428 ,0.012895 ,0.027687 ,0.028835 ,0.010861 ,0.028485 ,0.021391 ,0.023610 ,0.004229 ,0.001521 ,European
62,0.033681 ,0.010559 ,0.023651 ,0.027389 ,0.009134 ,0.021708 ,0.021378 ,0.023518 ,0.004308 ,0.001437 ,European
58,0.029428 ,0.012981 ,0.023000 ,0.026951 ,0.007909 ,0.020163 ,0.019671 ,0.021023 ,0.005174 ,0.001494 ,European
47,0.033633 ,0.012079 ,0.029355 ,0.017910 ,0.007993 ,0.021846 ,0.018733 ,0.019387 ,0.004612 ,0.001410 ,European
47,0.033624 ,0.011474 ,0.029472 ,0.024942 ,0.006388 ,0.014839 ,0.018878 ,0.019513 ,0.005044 ,0.001262 ,European
79,0.034773 ,0.012085 ,0.029736 ,0.034824 ,0.010382 ,0.020585 ,0.021939 ,0.025445 ,0.004149 ,0.001721 ,European
79,0.042030 ,0.014390 ,0.030526 ,0.023730 ,0.009568 ,0.021885 ,0.025196 ,0.030397 ,0.004685 ,0.002258 ,European
52,0.033953 ,0.010013 ,0.027023 ,0.018336 ,0.007677 ,0.019543 ,0.019128 ,0.019874 ,0.004880 ,0.001364 ,European
52,0.031467 ,0.010839 ,0.029103 ,0.023955 ,0.008519 ,0.020554 ,0.023567 ,0.027685 ,0.005177 ,0.001309 ,European
73,0.039991 ,0.012913 ,0.034843 ,0.022038 ,0.011090 ,0.024423 ,0.021706 ,0.024544 ,0.004204 ,0.001754 ,European
73,0.040149 ,0.013702 ,0.033009 ,0.035476 ,0.012600 ,0.035190 ,0.028214 ,0.034442 ,0.003112 ,0.003184 ,European
52,0.031296 ,0.012929 ,0.024191 ,0.018810 ,0.006487 ,0.019425 ,0.020003 ,0.021447 ,0.004618 ,0.001387 ,European
52,0.030683 ,0.008830 ,0.021008 ,0.023971 ,0.008539 ,0.020475 ,0.021521 ,0.023754 ,0.005787 ,0.001371 ,European
40,0.031538 ,0.013398 ,0.019857 ,0.019541 ,0.007608 ,0.017512 ,0.019878 ,0.021348 ,0.005370 ,0.001313 ,European
40,0.029082 ,0.009266 ,0.014298 ,0.016858 ,0.006752 ,0.017372 ,0.017134 ,0.015734 ,0.006069 ,0.001224 ,European
74,0.044775 ,0.013987 ,0.035563 ,0.028436 ,0.010219 ,0.024597 ,0.022686 ,0.026496 ,0.004342 ,0.002084 ,European
66,0.033904 ,0.013643 ,0.025495 ,0.023600 ,0.009560 ,0.021087 ,0.022489 ,0.026071 ,0.003993 ,0.002216 ,European
66,0.040644 ,0.015596 ,0.033680 ,0.022713 ,0.011118 ,0.026671 ,0.023745 ,0.027982 ,0.004345 ,0.001630 ,European
74,0.032565 ,0.013307 ,0.028939 ,0.021953 ,0.009130 ,0.022694 ,0.022819 ,0.026868 ,0.004350 ,0.001733 ,European
50,0.037080 ,0.008073 ,0.024792 ,0.021151 ,0.008162 ,0.024300 ,0.023889 ,0.028163 ,0.003438 ,0.001347 ,European
50,0.038957 ,0.014131 ,0.022230 ,0.021641 ,0.008151 ,0.020344 ,0.020355 ,0.022004 ,0.005317 ,0.001315 ,European
29,0.032373 ,0.009129 ,0.017368 ,0.016147 ,0.006892 ,0.013113 ,0.016982 ,0.015410 ,0.005050 ,0.000837 ,European
29,0.032642 ,0.008513 ,0.018404 ,0.015161 ,0.006685 ,0.014172 ,0.018458 ,0.018625 ,0.006296 ,0.000853 ,European
57,0.034006 ,0.012640 ,0.026613 ,0.027347 ,0.009377 ,0.021037 ,0.021677 ,0.024352 ,0.004922 ,0.001423 ,European
50,0.037456 ,0.009786 ,0.028198 ,0.016359 ,0.008492 ,0.020118 ,0.018153 ,0.017772 ,0.005695 ,0.001703 ,European
50,0.030769 ,0.009784 ,0.028670 ,0.025851 ,0.008425 ,0.019020 ,0.020142 ,0.021634 ,0.005927 ,0.001213 ,European
82,0.040169 ,0.015093 ,0.034339 ,0.030713 ,0.010791 ,0.026042 ,0.021206 ,0.023289 ,0.004410 ,0.002117 ,European
82,0.035279 ,0.015992 ,0.030147 ,0.024213 ,0.009425 ,0.025193 ,0.025770 ,0.030814 ,0.003855 ,0.001705 ,European
42,0.033960 ,0.011841 ,0.028108 ,0.016967 ,0.007566 ,0.014700 ,0.017620 ,0.017153 ,0.005532 ,0.001046 ,European
42,0.031108 ,0.011851 ,0.031518 ,0.018480 ,0.007649 ,0.014949 ,0.015976 ,0.014400 ,0.005518 ,0.001089 ,European
57,0.036657 ,0.012942 ,0.028670 ,0.023420 ,0.008522 ,0.019517 ,0.021549 ,0.023838 ,0.005183 ,0.001429 ,European
57,0.030727 ,0.012848 ,0.030104 ,0.027809 ,0.008645 ,0.023141 ,0.021741 ,0.024687 ,0.005473 ,0.001484 ,European
60,0.032861 ,0.011900 ,0.024599 ,0.030292 ,0.009745 ,0.017581 ,0.022339 ,0.025926 ,0.004654 ,0.002153 ,European
60,0.030692 ,0.013559 ,0.026013 ,0.021407 ,0.007856 ,0.021539 ,0.019440 ,0.020519 ,0.004310 ,0.001588 ,European
70,0.038114 ,0.016472 ,0.029111 ,0.029519 ,0.010097 ,0.023655 ,0.023503 ,0.027623 ,0.005721 ,0.001344 ,European
66,0.035489 ,0.010989 ,0.029012 ,0.021179 ,0.009573 ,0.023280 ,0.020250 ,0.021907 ,0.004218 ,0.001735 ,European
70,0.037455 ,0.014646 ,0.025232 ,0.027577 ,0.009529 ,0.023875 ,0.025471 ,0.030490 ,0.004536 ,0.001626 ,European
66,0.036970 ,0.011186 ,0.024558 ,0.024912 ,0.009134 ,0.020340 ,0.019175 ,0.019927 ,0.004245 ,0.001737 ,European
78,0.039742 ,0.018146 ,0.033423 ,0.027708 ,0.010774 ,0.023190 ,0.023854 ,0.028115 ,0.004627 ,0.001824 ,European
78,0.036101 ,0.014959 ,0.030422 ,0.029150 ,0.009691 ,0.025992 ,0.021578 ,0.023983 ,0.003680 ,0.002102 ,European
59,0.027799 ,0.012963 ,0.022956 ,0.028283 ,0.008588 ,0.023125 ,0.018264 ,0.018229 ,0.004664 ,0.001418 ,European
59,0.033488 ,0.013983 ,0.026979 ,0.028080 ,0.010042 ,0.022938 ,0.021865 ,0.025158 ,0.004539 ,0.001612 ,European
69,0.029659 ,0.013217 ,0.025295 ,0.026334 ,0.009624 ,0.022913 ,0.021820 ,0.024960 ,0.004336 ,0.001431 ,European
69,0.036178 ,0.013054 ,0.023563 ,0.024469 ,0.010042 ,0.022913 ,0.022419 ,0.025959 ,0.005735 ,0.001336 ,European
50,0.035772 ,0.011503 ,0.021123 ,0.017677 ,0.008546 ,0.019176 ,0.021707 ,0.024548 ,0.004336 ,0.001431 ,European
69,0.037214 ,0.012699 ,0.028378 ,0.020832 ,0.009130 ,0.025938 ,0.021319 ,0.023416 ,0.005647 ,0.001480 ,European
50,0.032792 ,0.010728 ,0.027195 ,0.013783 ,0.007840 ,0.018086 ,0.020615 ,0.022577 ,0.004083 ,0.002001 ,European
84,0.037595 ,0.015951 ,0.029827 ,0.025071 ,0.009801 ,0.025053 ,0.026894 ,0.032536 ,0.004190 ,0.002320 ,European
84,0.036548 ,0.014628 ,0.029136 ,0.027642 ,0.011763 ,0.023060 ,0.026882 ,0.032275 ,0.003750 ,0.002336 ,European
56,0.030517 ,0.012031 ,0.025084 ,0.019206 ,0.007637 ,0.020150 ,0.019224 ,0.019949 ,0.003746 ,0.001476 ,European
56,0.031819 ,0.009774 ,0.025039 ,0.022278 ,0.008649 ,0.017520 ,0.021648 ,0.024286 ,0.004414 ,0.001488 ,European
65,0.030260 ,0.011598 ,0.029845 ,0.022514 ,0.009405 ,0.018881 ,0.024273 ,0.028797 ,0.004999 ,0.001584 ,European
65,0.034652 ,0.013034 ,0.018389 ,0.026160 ,0.009619 ,0.022543 ,0.021864 ,0.025140 ,0.004959 ,0.001713 ,European
77,0.034925 ,0.013149 ,0.031540 ,0.029408 ,0.010758 ,0.021752 ,0.023937 ,0.028209 ,0.004630 ,0.001838 ,European
77,0.052511 ,0.013578 ,0.035467 ,0.029583 ,0.009336 ,0.024195 ,0.023680 ,0.027840 ,0.004180 ,0.001839 ,European
70,0.041971 ,0.014021 ,0.031916 ,0.026832 ,0.009940 ,0.021371 ,0.022803 ,0.026786 ,0.005164 ,0.001636 ,European
75,0.036526 ,0.012353 ,0.029598 ,0.018758 ,0.009553 ,0.021217 ,0.020391 ,0.022108 ,0.003784 ,0.001872 ,European
75,0.039672 ,0.014728 ,0.032745 ,0.030207 ,0.009515 ,0.024197 ,0.022743 ,0.026651 ,0.004248 ,0.001757 ,European
70,0.039604 ,0.013150 ,0.031368 ,0.026923 ,0.009282 ,0.023163 ,0.022444 ,0.026012 ,0.003870 ,0.001830 ,European
27,0.026528 ,0.009924 ,0.018025 ,0.020605 ,0.006378 ,0.014076 ,0.018163 ,0.017846 ,0.005960 ,0.000850 ,European
27,0.024094 ,0.008931 ,0.018634 ,0.012133 ,0.006410 ,0.014885 ,0.018285 ,0.018238 ,0.005888 ,0.000858 ,European
53,0.030491 ,0.011148 ,0.026713 ,0.026319 ,0.007413 ,0.019396 ,0.017810 ,0.017226 ,0.004964 ,0.001366 ,European
53,0.035810 ,0.013567 ,0.018648 ,0.015293 ,0.008819 ,0.016712 ,0.021898 ,0.025326 ,0.004098 ,0.001373 ,European
83,0.035453 ,0.015822 ,0.030535 ,0.022153 ,0.010201 ,0.023345 ,0.022489 ,0.026781 ,0.004826 ,0.001375 ,European
54,0.032404 ,0.013826 ,0.029267 ,0.021382 ,0.008846 ,0.018857 ,0.022792 ,0.026071 ,0.005115 ,0.001866 ,European
83,0.034457 ,0.013981 ,0.029592 ,0.031172 ,0.011926 ,0.027000 ,0.023025 ,0.027252 ,0.004456 ,0.001465 ,European
54,0.034363 ,0.013198 ,0.027176 ,0.026889 ,0.007573 ,0.019469 ,0.021755 ,0.024812 ,0.004936 ,0.001928 ,European
47,0.030683 ,0.011631 ,0.026324 ,0.019052 ,0.007331 ,0.018357 ,0.020363 ,0.022071 ,0.005291 ,0.001323 ,European
47,0.032111 ,0.011629 ,0.023277 ,0.019358 ,0.007753 ,0.015387 ,0.021815 ,0.024960 ,0.004559 ,0.001275 ,European
83,0.040163 ,0.018987 ,0.042988 ,0.028301 ,0.009588 ,0.026979 ,0.022012 ,0.025536 ,0.004399 ,0.001807 ,European
83,0.040587 ,0.015660 ,0.037561 ,0.030924 ,0.009817 ,0.025099 ,0.023929 ,0.028188 ,0.004511 ,0.001927 ,European
61,0.035655 ,0.014521 ,0.029892 ,0.026623 ,0.007939 ,0.021434 ,0.018508 ,0.018852 ,0.005210 ,0.001381 ,European
61,0.035693 ,0.012781 ,0.023433 ,0.027068 ,0.009055 ,0.022059 ,0.021617 ,0.024126 ,0.004762 ,0.001622 ,European
68,0.040303 ,0.011537 ,0.032377 ,0.023467 ,0.009648 ,0.016557 ,0.024906 ,0.029794 ,0.004730 ,0.001629 ,European
68,0.039409 ,0.018338 ,0.026586 ,0.027621 ,0.008966 ,0.021024 ,0.022655 ,0.026308 ,0.004438 ,0.001626 ,European
68,0.035292 ,0.013294 ,0.030647 ,0.026897 ,0.009384 ,0.022813 ,0.021638 ,0.024216 ,0.005104 ,0.001363 ,European
60,0.028178 ,0.012892 ,0.025717 ,0.024808 ,0.008191 ,0.021410 ,0.021544 ,0.023836 ,0.004976 ,0.001521 ,European
60,0.032633 ,0.014071 ,0.031463 ,0.024279 ,0.009508 ,0.021739 ,0.021597 ,0.024059 ,0.005049 ,0.001274 ,European
68,0.032229 ,0.013849 ,0.027274 ,0.019080 ,0.009138 ,0.020775 ,0.020025 ,0.021503 ,0.004736 ,0.001530 ,European
63,0.039901 ,0.014382 ,0.024010 ,0.027685 ,0.009164 ,0.023089 ,0.021382 ,0.023560 ,0.004149 ,0.001538 ,European
52,0.030104 ,0.012702 ,0.032663 ,0.023559 ,0.008428 ,0.019084 ,0.023384 ,0.027540 ,0.005196 ,0.000838 ,European
