Age,MeanDNE.Apex,MedianDNE.Apex,IQRDNE.Apex,TotalDNE.TotalPolygonFaces,MedianDNE.Whole,IQRDNE.Whole,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Proportion.DNEover0.6,Population
55,0.032418 ,0.011044 ,0.026117 ,0.026572 ,0.010623 ,0.022313 ,0.021649 ,0.024306 ,0.005340 ,0.001038 ,European
28,0.029458 ,0.007887 ,0.021165 ,0.015373 ,0.006866 ,0.012843 ,0.015780 ,0.014377 ,0.005148 ,0.000819 ,European
28,0.026863 ,0.009329 ,0.021597 ,0.014017 ,0.006411 ,0.014063 ,0.018428 ,0.018583 ,0.006361 ,0.000838 ,European
31,0.028725 ,0.010675 ,0.024021 ,0.016179 ,0.006802 ,0.015230 ,0.016834 ,0.015290 ,0.005650 ,0.000473 ,European
31,0.026001 ,0.009127 ,0.020300 ,0.020207 ,0.007388 ,0.016278 ,0.020013 ,0.021472 ,0.005412 ,0.000948 ,European
54,0.027860 ,0.012747 ,0.026125 ,0.024763 ,0.007885 ,0.019270 ,0.021568 ,0.023925 ,0.004852 ,0.001279 ,European
54,0.035114 ,0.012611 ,0.022929 ,0.021255 ,0.008421 ,0.018654 ,0.022946 ,0.027153 ,0.005083 ,0.001292 ,European
53,0.026916 ,0.012952 ,0.020880 ,0.024116 ,0.008524 ,0.020460 ,0.021563 ,0.023879 ,0.005506 ,0.001073 ,European
53,0.033761 ,0.011177 ,0.024216 ,0.027633 ,0.008351 ,0.016917 ,0.021682 ,0.024431 ,0.005286 ,0.001391 ,European
57,0.036739 ,0.012834 ,0.027698 ,0.020865 ,0.007088 ,0.017130 ,0.023332 ,0.027488 ,0.004638 ,0.001313 ,European
57,0.031246 ,0.012744 ,0.026617 ,0.023778 ,0.008527 ,0.021351 ,0.022776 ,0.026726 ,0.004741 ,0.001532 ,European
35,0.029918 ,0.010649 ,0.025131 ,0.016583 ,0.007034 ,0.013441 ,0.017012 ,0.015456 ,0.005346 ,0.001164 ,European
35,0.028180 ,0.010329 ,0.026365 ,0.022299 ,0.008000 ,0.016869 ,0.021140 ,0.023196 ,0.004091 ,0.001032 ,European
51,0.031173 ,0.011624 ,0.026382 ,0.022469 ,0.008506 ,0.019807 ,0.023079 ,0.027347 ,0.005575 ,0.001376 ,European
51,0.032883 ,0.009959 ,0.024973 ,0.025362 ,0.007280 ,0.019214 ,0.021596 ,0.024056 ,0.005490 ,0.001342 ,European
26,0.029700 ,0.009168 ,0.017180 ,0.017710 ,0.006042 ,0.013827 ,0.018690 ,0.019310 ,0.005821 ,0.000819 ,European
26,0.029067 ,0.009101 ,0.024699 ,0.016536 ,0.006009 ,0.012669 ,0.016499 ,0.015117 ,0.006071 ,0.000863 ,European
39,0.032089 ,0.009083 ,0.021377 ,0.018634 ,0.006681 ,0.016268 ,0.017069 ,0.015568 ,0.005500 ,0.001070 ,European
39,0.030446 ,0.010396 ,0.021973 ,0.019085 ,0.005515 ,0.011455 ,0.018347 ,0.018388 ,0.005296 ,0.001063 ,European
71,0.032644 ,0.011890 ,0.026085 ,0.025674 ,0.009547 ,0.021274 ,0.022161 ,0.025695 ,0.004754 ,0.001681 ,European
71,0.033050 ,0.011963 ,0.026315 ,0.024837 ,0.010439 ,0.023219 ,0.022833 ,0.026929 ,0.004783 ,0.001461 ,European
44,0.032542 ,0.012105 ,0.024985 ,0.020796 ,0.007714 ,0.015342 ,0.019761 ,0.021182 ,0.005210 ,0.001059 ,European
44,0.031894 ,0.009913 ,0.024329 ,0.019477 ,0.009758 ,0.017236 ,0.017947 ,0.017285 ,0.005815 ,0.001343 ,European
25,0.040234 ,0.009483 ,0.018176 ,0.014735 ,0.006114 ,0.012198 ,0.017250 ,0.016312 ,0.005377 ,0.000811 ,European
25,0.032928 ,0.010479 ,0.018422 ,0.014383 ,0.006102 ,0.014202 ,0.017233 ,0.016050 ,0.007020 ,0.000811 ,European
22,0.030630 ,0.009654 ,0.020141 ,0.015875 ,0.005469 ,0.016151 ,0.015056 ,0.013765 ,0.006771 ,0.000757 ,European
22,0.031976 ,0.008381 ,0.015835 ,0.013529 ,0.006396 ,0.013876 ,0.017215 ,0.015986 ,0.006103 ,0.000741 ,European
45,0.033018 ,0.011894 ,0.028737 ,0.023354 ,0.007544 ,0.020418 ,0.019467 ,0.020567 ,0.005351 ,0.001272 ,European
45,0.027989 ,0.010648 ,0.023894 ,0.023226 ,0.007553 ,0.018752 ,0.019544 ,0.020637 ,0.005912 ,0.001383 ,European
23,0.025887 ,0.009756 ,0.018518 ,0.015291 ,0.006064 ,0.012065 ,0.015337 ,0.013824 ,0.005655 ,0.000715 ,European
23,0.022913 ,0.009061 ,0.023855 ,0.016611 ,0.006713 ,0.015384 ,0.017211 ,0.015931 ,0.005135 ,0.000723 ,European
28,0.029748 ,0.007007 ,0.021830 ,0.017618 ,0.006876 ,0.014765 ,0.018216 ,0.017933 ,0.005579 ,0.000903 ,European
28,0.026037 ,0.009048 ,0.022955 ,0.014803 ,0.006775 ,0.014167 ,0.018411 ,0.018569 ,0.005520 ,0.000848 ,European
32,0.033003 ,0.008699 ,0.025965 ,0.019165 ,0.007116 ,0.015179 ,0.020361 ,0.022060 ,0.005369 ,0.000922 ,European
32,0.031608 ,0.010375 ,0.022857 ,0.018494 ,0.006212 ,0.013329 ,0.017481 ,0.017007 ,0.005607 ,0.000949 ,European
30,0.031978 ,0.008563 ,0.018623 ,0.013252 ,0.005934 ,0.015335 ,0.018381 ,0.018477 ,0.005970 ,0.000928 ,European
30,0.026694 ,0.010764 ,0.023674 ,0.017931 ,0.006597 ,0.013258 ,0.016811 ,0.015266 ,0.005421 ,0.001041 ,European
49,0.036911 ,0.011789 ,0.028954 ,0.018205 ,0.007384 ,0.018391 ,0.018139 ,0.017761 ,0.005286 ,0.001262 ,European
49,0.032975 ,0.011864 ,0.028551 ,0.025527 ,0.007661 ,0.018309 ,0.017970 ,0.017348 ,0.005469 ,0.001423 ,European
64,0.041933 ,0.013612 ,0.030478 ,0.025587 ,0.009339 ,0.020368 ,0.021756 ,0.024815 ,0.004590 ,0.001524 ,European
64,0.038028 ,0.013805 ,0.029744 ,0.028021 ,0.008272 ,0.024535 ,0.016182 ,0.014416 ,0.004494 ,0.001467 ,European
62,0.035823 ,0.014806 ,0.029980 ,0.022085 ,0.010167 ,0.020144 ,0.024354 ,0.029011 ,0.004203 ,0.001872 ,European
62,0.031245 ,0.011709 ,0.024861 ,0.016197 ,0.009412 ,0.018401 ,0.018797 ,0.019430 ,0.004818 ,0.001579 ,European
49,0.034940 ,0.011410 ,0.021538 ,0.022893 ,0.008745 ,0.018747 ,0.020388 ,0.022098 ,0.004633 ,0.001255 ,European
49,0.038384 ,0.015396 ,0.023691 ,0.028824 ,0.008528 ,0.016598 ,0.020587 ,0.022554 ,0.005270 ,0.001259 ,European
35,0.029156 ,0.009661 ,0.026464 ,0.018256 ,0.007040 ,0.016228 ,0.018037 ,0.017526 ,0.005510 ,0.001014 ,European
35,0.030818 ,0.009256 ,0.022725 ,0.019786 ,0.007146 ,0.014842 ,0.018221 ,0.018002 ,0.005169 ,0.001184 ,European
70,0.035921 ,0.012653 ,0.031733 ,0.028813 ,0.009318 ,0.026213 ,0.025058 ,0.030225 ,0.004574 ,0.001731 ,European
30,0.029884 ,0.009775 ,0.027435 ,0.016549 ,0.006391 ,0.015011 ,0.018369 ,0.018447 ,0.006200 ,0.000843 ,European
30,0.030359 ,0.010669 ,0.023589 ,0.013241 ,0.007335 ,0.013850 ,0.017051 ,0.015483 ,0.005306 ,0.000943 ,European
66,0.032159 ,0.011016 ,0.026071 ,0.027443 ,0.009706 ,0.021738 ,0.021709 ,0.024559 ,0.004746 ,0.001654 ,European
66,0.041832 ,0.015405 ,0.026088 ,0.026930 ,0.009852 ,0.022741 ,0.023847 ,0.028114 ,0.004917 ,0.001666 ,European
29,0.029855 ,0.010050 ,0.021655 ,0.015325 ,0.006105 ,0.013709 ,0.020505 ,0.022389 ,0.005744 ,0.000816 ,European
29,0.032567 ,0.008379 ,0.018394 ,0.019138 ,0.006657 ,0.014145 ,0.017457 ,0.017002 ,0.006066 ,0.000970 ,European
46,0.034800 ,0.012335 ,0.022984 ,0.016499 ,0.010465 ,0.019906 ,0.019674 ,0.021045 ,0.005861 ,0.001259 ,European
46,0.033151 ,0.014474 ,0.025416 ,0.015748 ,0.008449 ,0.019292 ,0.019538 ,0.020637 ,0.005830 ,0.001364 ,European
38,0.031540 ,0.010675 ,0.025078 ,0.015094 ,0.005733 ,0.016278 ,0.019568 ,0.020681 ,0.005939 ,0.001066 ,European
38,0.034134 ,0.010110 ,0.021274 ,0.016291 ,0.007303 ,0.016273 ,0.019640 ,0.020930 ,0.005950 ,0.001038 ,European
71,0.037540 ,0.013372 ,0.030211 ,0.026472 ,0.007605 ,0.022645 ,0.021664 ,0.024328 ,0.005079 ,0.001719 ,European
71,0.041991 ,0.015138 ,0.034314 ,0.023888 ,0.009858 ,0.021890 ,0.022609 ,0.026224 ,0.004380 ,0.002419 ,European
48,0.033914 ,0.012844 ,0.028505 ,0.019109 ,0.008600 ,0.018334 ,0.019338 ,0.020246 ,0.005422 ,0.001276 ,European
48,0.031701 ,0.013919 ,0.025978 ,0.015378 ,0.008208 ,0.014012 ,0.020253 ,0.021910 ,0.005575 ,0.001230 ,European
25,0.024603 ,0.009234 ,0.027064 ,0.015358 ,0.005919 ,0.014020 ,0.017251 ,0.016332 ,0.005797 ,0.002080 ,European
25,0.029964 ,0.009889 ,0.018757 ,0.014367 ,0.005684 ,0.014019 ,0.017362 ,0.016827 ,0.005888 ,0.000863 ,European
67,0.034582 ,0.012580 ,0.031278 ,0.025039 ,0.009476 ,0.020204 ,0.024328 ,0.029010 ,0.004884 ,0.001550 ,European
67,0.029259 ,0.013805 ,0.032368 ,0.024298 ,0.009484 ,0.020479 ,0.021862 ,0.025137 ,0.004937 ,0.001354 ,European
67,0.042660 ,0.011549 ,0.032430 ,0.023746 ,0.008424 ,0.027977 ,0.022588 ,0.026206 ,0.004016 ,0.001624 ,European
67,0.038354 ,0.011706 ,0.025947 ,0.022958 ,0.008403 ,0.021571 ,0.024183 ,0.028638 ,0.005037 ,0.001621 ,European
68,0.031715 ,0.013059 ,0.032514 ,0.023837 ,0.009038 ,0.019024 ,0.024359 ,0.029024 ,0.004503 ,0.001987 ,European
68,0.034164 ,0.011943 ,0.027682 ,0.028673 ,0.008523 ,0.014248 ,0.021840 ,0.025054 ,0.004789 ,0.001553 ,European
64,0.035026 ,0.013597 ,0.026935 ,0.025575 ,0.008683 ,0.018759 ,0.021629 ,0.024209 ,0.004941 ,0.001525 ,European
64,0.037522 ,0.008085 ,0.024507 ,0.021131 ,0.008837 ,0.022041 ,0.020559 ,0.022523 ,0.004758 ,0.001544 ,European
60,0.039318 ,0.014082 ,0.028353 ,0.022783 ,0.009557 ,0.023463 ,0.022731 ,0.026520 ,0.004791 ,0.001520 ,European
60,0.033446 ,0.013704 ,0.030174 ,0.025317 ,0.010120 ,0.021624 ,0.021254 ,0.023345 ,0.003748 ,0.001541 ,European
45,0.031230 ,0.011859 ,0.028032 ,0.015155 ,0.007789 ,0.018315 ,0.019668 ,0.020990 ,0.005508 ,0.001356 ,European
45,0.032165 ,0.011771 ,0.029074 ,0.016275 ,0.007619 ,0.018336 ,0.019594 ,0.020710 ,0.006026 ,0.001367 ,European
39,0.029665 ,0.006960 ,0.025811 ,0.022125 ,0.004402 ,0.018011 ,0.021447 ,0.023666 ,0.005595 ,0.001295 ,European
39,0.029109 ,0.009480 ,0.022099 ,0.020630 ,0.007939 ,0.016002 ,0.019705 ,0.021082 ,0.005413 ,0.001057 ,European
49,0.030109 ,0.011081 ,0.020318 ,0.017625 ,0.009596 ,0.018238 ,0.021655 ,0.024324 ,0.005261 ,0.001273 ,European
49,0.036075 ,0.011770 ,0.029449 ,0.016937 ,0.008567 ,0.018243 ,0.021679 ,0.024407 ,0.005588 ,0.001291 ,European
44,0.036881 ,0.011867 ,0.022370 ,0.019501 ,0.006779 ,0.017243 ,0.017198 ,0.015859 ,0.005721 ,0.001062 ,European
26,0.028387 ,0.009813 ,0.023287 ,0.019715 ,0.006680 ,0.011793 ,0.016944 ,0.015390 ,0.003793 ,0.000865 ,European
26,0.023200 ,0.007631 ,0.019276 ,0.028166 ,0.006495 ,0.013101 ,0.020170 ,0.021739 ,0.005145 ,0.000817 ,European
33,0.027529 ,0.009610 ,0.020443 ,0.017310 ,0.005133 ,0.020957 ,0.018375 ,0.018469 ,0.005292 ,0.000980 ,European
44,0.034672 ,0.010190 ,0.023495 ,0.013766 ,0.007108 ,0.014596 ,0.019360 ,0.020424 ,0.006481 ,0.001180 ,European
34,0.033502 ,0.010748 ,0.029725 ,0.021999 ,0.007448 ,0.015918 ,0.018253 ,0.018228 ,0.005819 ,0.000925 ,European
34,0.034185 ,0.010928 ,0.025011 ,0.015169 ,0.007152 ,0.015258 ,0.016479 ,0.015041 ,0.006043 ,0.000939 ,European
65,0.032711 ,0.013980 ,0.030369 ,0.021112 ,0.009598 ,0.024487 ,0.020820 ,0.023050 ,0.004709 ,0.001624 ,European
65,0.033994 ,0.012487 ,0.027072 ,0.027979 ,0.009696 ,0.018605 ,0.021719 ,0.024606 ,0.004701 ,0.001644 ,European
68,0.037029 ,0.013093 ,0.031277 ,0.022278 ,0.008670 ,0.021818 ,0.023465 ,0.027599 ,0.004783 ,0.001699 ,European
80,0.037911 ,0.010853 ,0.022802 ,0.030020 ,0.010722 ,0.016171 ,0.021619 ,0.024127 ,0.004039 ,0.001096 ,European
80,0.040013 ,0.014710 ,0.030045 ,0.024564 ,0.011466 ,0.023509 ,0.023929 ,0.028183 ,0.003833 ,0.001930 ,European
60,0.037992 ,0.012936 ,0.023621 ,0.028106 ,0.008136 ,0.021437 ,0.021705 ,0.024517 ,0.006423 ,0.001591 ,European
48,0.036382 ,0.013677 ,0.025307 ,0.023281 ,0.008107 ,0.021286 ,0.019791 ,0.021306 ,0.004640 ,0.001282 ,European
64,0.029660 ,0.012815 ,0.022020 ,0.017670 ,0.006000 ,0.018229 ,0.018073 ,0.017587 ,0.005215 ,0.001299 ,European
48,0.028582 ,0.009460 ,0.022429 ,0.016245 ,0.007502 ,0.015173 ,0.018133 ,0.017744 ,0.004419 ,0.001238 ,European
43,0.026143 ,0.009637 ,0.022534 ,0.023869 ,0.007504 ,0.017093 ,0.019369 ,0.020459 ,0.005820 ,0.001357 ,European
68,0.035601 ,0.011878 ,0.027675 ,0.029874 ,0.008978 ,0.021600 ,0.022106 ,0.025610 ,0.004525 ,0.001613 ,European
68,0.031332 ,0.017270 ,0.028189 ,0.029179 ,0.009683 ,0.024256 ,0.019357 ,0.020397 ,0.004476 ,0.001612 ,European
65,0.036066 ,0.014258 ,0.028496 ,0.027233 ,0.008532 ,0.024591 ,0.021875 ,0.025220 ,0.005016 ,0.001556 ,European
63,0.040075 ,0.011718 ,0.028283 ,0.027417 ,0.009592 ,0.021099 ,0.021637 ,0.024214 ,0.004661 ,0.001544 ,European
37,0.031522 ,0.010452 ,0.025032 ,0.014527 ,0.006450 ,0.016023 ,0.019510 ,0.020596 ,0.005948 ,0.001070 ,European
37,0.026031 ,0.011799 ,0.021428 ,0.022463 ,0.009349 ,0.011449 ,0.018241 ,0.018225 ,0.005821 ,0.001071 ,European
63,0.031707 ,0.010368 ,0.028992 ,0.023854 ,0.009430 ,0.019702 ,0.024077 ,0.028549 ,0.004811 ,0.001600 ,European
63,0.035978 ,0.011575 ,0.026755 ,0.021716 ,0.009367 ,0.018464 ,0.024026 ,0.028387 ,0.004715 ,0.001547 ,European
89,0.047798 ,0.015970 ,0.035252 ,0.026089 ,0.011498 ,0.027320 ,0.025283 ,0.030401 ,0.003402 ,0.001070 ,European
89,0.048041 ,0.022322 ,0.044368 ,0.043325 ,0.019331 ,0.036927 ,0.030237 ,0.037273 ,0.002331 ,0.002545 ,European
83,0.040829 ,0.015189 ,0.036643 ,0.031367 ,0.009410 ,0.027522 ,0.021895 ,0.025326 ,0.003748 ,0.001824 ,European
83,0.039435 ,0.016648 ,0.028777 ,0.024230 ,0.009999 ,0.028108 ,0.023982 ,0.028364 ,0.003813 ,0.001958 ,European
43,0.033651 ,0.008372 ,0.018649 ,0.014647 ,0.007527 ,0.016208 ,0.019643 ,0.020958 ,0.005255 ,0.001179 ,European
43,0.031928 ,0.009120 ,0.019536 ,0.016219 ,0.007620 ,0.017345 ,0.019627 ,0.020901 ,0.005829 ,0.001063 ,European
35,0.031356 ,0.010413 ,0.022076 ,0.014741 ,0.005468 ,0.016982 ,0.018511 ,0.018887 ,0.005889 ,0.000947 ,European
35,0.032418 ,0.010656 ,0.025322 ,0.014094 ,0.007436 ,0.016903 ,0.018209 ,0.017874 ,0.005888 ,0.001156 ,European
90,0.051794 ,0.021150 ,0.034315 ,0.030046 ,0.011649 ,0.025346 ,0.024930 ,0.029942 ,0.004118 ,0.002149 ,European
90,0.032669 ,0.015124 ,0.026914 ,0.026917 ,0.011245 ,0.022879 ,0.024913 ,0.029858 ,0.003047 ,0.002225 ,European
67,0.034320 ,0.013759 ,0.029446 ,0.022804 ,0.006396 ,0.022851 ,0.024740 ,0.029558 ,0.004103 ,0.001397 ,European
67,0.034996 ,0.013868 ,0.031730 ,0.022613 ,0.009412 ,0.018633 ,0.022256 ,0.025856 ,0.004835 ,0.001387 ,European
94,0.045232 ,0.015128 ,0.037025 ,0.031232 ,0.010674 ,0.023732 ,0.027564 ,0.033679 ,0.004197 ,0.002072 ,European
94,0.043656 ,0.016986 ,0.035909 ,0.033175 ,0.010872 ,0.027948 ,0.024106 ,0.028551 ,0.003735 ,0.002047 ,European
46,0.034522 ,0.011778 ,0.029293 ,0.016549 ,0.007024 ,0.018366 ,0.019199 ,0.019928 ,0.004982 ,0.001275 ,European
81,0.032132 ,0.012187 ,0.028809 ,0.031397 ,0.006913 ,0.023429 ,0.024504 ,0.029252 ,0.004845 ,0.000809 ,European
24,0.028567 ,0.010026 ,0.020547 ,0.017560 ,0.006445 ,0.011955 ,0.020097 ,0.021611 ,0.006071 ,0.001927 ,European
81,0.036967 ,0.013931 ,0.024597 ,0.029319 ,0.010512 ,0.016483 ,0.018399 ,0.018551 ,0.004067 ,0.000848 ,European
24,0.026203 ,0.009331 ,0.021273 ,0.020456 ,0.006103 ,0.015466 ,0.017338 ,0.016641 ,0.005666 ,0.002136 ,European
92,0.047955 ,0.018583 ,0.039786 ,0.025401 ,0.010813 ,0.030053 ,0.026291 ,0.031656 ,0.004362 ,0.002448 ,European
92,0.047766 ,0.016964 ,0.031208 ,0.030998 ,0.010978 ,0.027885 ,0.025848 ,0.030915 ,0.003494 ,0.002123 ,European
21,0.022237 ,0.008365 ,0.023828 ,0.015049 ,0.006360 ,0.013787 ,0.017314 ,0.016528 ,0.006113 ,0.000471 ,European
21,0.043581 ,0.007875 ,0.019734 ,0.013086 ,0.005478 ,0.013958 ,0.017198 ,0.015830 ,0.008853 ,0.000739 ,European
43,0.033040 ,0.011794 ,0.027486 ,0.018071 ,0.008440 ,0.015943 ,0.020685 ,0.022673 ,0.005092 ,0.001604 ,European
43,0.029050 ,0.011356 ,0.020589 ,0.020938 ,0.007690 ,0.016090 ,0.021739 ,0.024687 ,0.004897 ,0.001094 ,European
30,0.025793 ,0.009000 ,0.022599 ,0.011767 ,0.006688 ,0.018513 ,0.018534 ,0.019022 ,0.006303 ,0.000937 ,European
30,0.025122 ,0.007322 ,0.029197 ,0.021442 ,0.009121 ,0.013283 ,0.020672 ,0.022650 ,0.003950 ,0.001059 ,European
49,0.031559 ,0.011782 ,0.017653 ,0.023988 ,0.008462 ,0.018982 ,0.021677 ,0.024381 ,0.005708 ,0.001331 ,European
49,0.027588 ,0.011614 ,0.024254 ,0.021606 ,0.008401 ,0.018247 ,0.019908 ,0.021383 ,0.005107 ,0.001057 ,European
76,0.038353 ,0.015923 ,0.033500 ,0.025073 ,0.010589 ,0.021550 ,0.025797 ,0.030853 ,0.004754 ,0.001560 ,European
76,0.042238 ,0.014759 ,0.028152 ,0.027642 ,0.010642 ,0.022976 ,0.019203 ,0.019932 ,0.004390 ,0.001990 ,European
60,0.030621 ,0.011338 ,0.025994 ,0.027263 ,0.008043 ,0.021448 ,0.020083 ,0.021549 ,0.005574 ,0.001379 ,European
60,0.033049 ,0.012667 ,0.029064 ,0.027101 ,0.010110 ,0.020904 ,0.023617 ,0.027797 ,0.004406 ,0.001445 ,European
32,0.031530 ,0.008640 ,0.024194 ,0.013179 ,0.007427 ,0.015909 ,0.018432 ,0.018587 ,0.005848 ,0.000958 ,European
32,0.031530 ,0.008640 ,0.024194 ,0.020920 ,0.007427 ,0.015909 ,0.018432 ,0.018587 ,0.005848 ,0.000958 ,European
68,0.031969 ,0.012560 ,0.026890 ,0.026407 ,0.007120 ,0.023220 ,0.022821 ,0.026881 ,0.004483 ,0.001613 ,European
38,0.025781 ,0.008837 ,0.019622 ,0.020899 ,0.008050 ,0.018422 ,0.019252 ,0.020071 ,0.005076 ,0.001050 ,European
38,0.026930 ,0.009205 ,0.021314 ,0.015805 ,0.007102 ,0.020162 ,0.018037 ,0.017475 ,0.005269 ,0.001232 ,European
37,0.029095 ,0.010613 ,0.024225 ,0.013807 ,0.006479 ,0.016216 ,0.017239 ,0.016156 ,0.006297 ,0.001062 ,European
37,0.026887 ,0.008933 ,0.020838 ,0.020750 ,0.007194 ,0.012369 ,0.019470 ,0.020570 ,0.005743 ,0.001021 ,European
33,0.030296 ,0.010520 ,0.015904 ,0.012287 ,0.007422 ,0.015906 ,0.018506 ,0.018724 ,0.005863 ,0.000972 ,European
33,0.029691 ,0.010739 ,0.021187 ,0.012495 ,0.007391 ,0.015857 ,0.018347 ,0.018404 ,0.005106 ,0.000960 ,European
74,0.039690 ,0.014062 ,0.033545 ,0.027305 ,0.011006 ,0.022383 ,0.024492 ,0.029223 ,0.004596 ,0.002114 ,European
86,0.040800 ,0.012653 ,0.027667 ,0.029922 ,0.010654 ,0.024176 ,0.023027 ,0.027254 ,0.002613 ,0.002148 ,European
86,0.037693 ,0.015224 ,0.032790 ,0.030035 ,0.010663 ,0.023723 ,0.023194 ,0.027445 ,0.004584 ,0.002372 ,European
68,0.038413 ,0.013912 ,0.030901 ,0.027693 ,0.008334 ,0.024142 ,0.019126 ,0.019864 ,0.004882 ,0.001404 ,European
68,0.035623 ,0.013931 ,0.029426 ,0.029103 ,0.008422 ,0.024610 ,0.019318 ,0.020181 ,0.004955 ,0.001946 ,European
78,0.033199 ,0.014072 ,0.025386 ,0.028199 ,0.010962 ,0.023128 ,0.023905 ,0.028176 ,0.004004 ,0.001824 ,European
83,0.042810 ,0.017068 ,0.035628 ,0.026735 ,0.010386 ,0.025843 ,0.020745 ,0.022811 ,0.003993 ,0.001942 ,European
83,0.033255 ,0.008726 ,0.036976 ,0.030712 ,0.010372 ,0.027628 ,0.023831 ,0.028069 ,0.004256 ,0.001943 ,European
30,0.032098 ,0.009506 ,0.025546 ,0.019410 ,0.005051 ,0.015686 ,0.020170 ,0.021736 ,0.005864 ,0.000914 ,European
96,0.062042 ,0.024685 ,0.055134 ,0.055677 ,0.023384 ,0.048682 ,0.022844 ,0.026996 ,0.002920 ,0.005121 ,European
96,0.051777 ,0.017697 ,0.043826 ,0.041837 ,0.014581 ,0.033769 ,0.020491 ,0.022383 ,0.003280 ,0.003917 ,European
47,0.027355 ,0.011723 ,0.028867 ,0.022963 ,0.008414 ,0.018646 ,0.022129 ,0.025652 ,0.005286 ,0.001252 ,European
47,0.027960 ,0.011902 ,0.022125 ,0.021564 ,0.008510 ,0.020724 ,0.021504 ,0.023743 ,0.005281 ,0.001449 ,European
95,0.045832 ,0.013845 ,0.035826 ,0.027949 ,0.011336 ,0.028241 ,0.028332 ,0.034555 ,0.003282 ,0.002461 ,European
39,0.035712 ,0.011693 ,0.026528 ,0.019126 ,0.007070 ,0.016344 ,0.018282 ,0.018234 ,0.004738 ,0.001067 ,European
39,0.029360 ,0.010424 ,0.026348 ,0.016286 ,0.007386 ,0.015268 ,0.018368 ,0.018410 ,0.007106 ,0.001085 ,European
75,0.044737 ,0.012967 ,0.030556 ,0.024840 ,0.010620 ,0.022383 ,0.021732 ,0.024627 ,0.004982 ,0.001720 ,European
75,0.040157 ,0.010498 ,0.034297 ,0.025175 ,0.010489 ,0.019000 ,0.022664 ,0.026429 ,0.004675 ,0.001626 ,European
96,0.038122 ,0.016098 ,0.028168 ,0.026096 ,0.010852 ,0.028853 ,0.023107 ,0.027358 ,0.004029 ,0.002349 ,European
96,0.044811 ,0.022275 ,0.033435 ,0.028873 ,0.011231 ,0.023943 ,0.023843 ,0.028097 ,0.003828 ,0.001526 ,European
49,0.037544 ,0.011154 ,0.029481 ,0.020057 ,0.007887 ,0.016943 ,0.023241 ,0.027458 ,0.005127 ,0.001295 ,European
49,0.041592 ,0.010800 ,0.024387 ,0.024528 ,0.007783 ,0.018500 ,0.018126 ,0.017743 ,0.004640 ,0.001431 ,European
84,0.036075 ,0.015020 ,0.026581 ,0.032591 ,0.010746 ,0.027107 ,0.022888 ,0.027096 ,0.004609 ,0.002383 ,European
81,0.031701 ,0.014893 ,0.032967 ,0.028938 ,0.010738 ,0.025278 ,0.020776 ,0.022961 ,0.003913 ,0.001707 ,European
81,0.042318 ,0.014095 ,0.029468 ,0.032040 ,0.010712 ,0.026455 ,0.023687 ,0.027874 ,0.004266 ,0.002089 ,European
83,0.043157 ,0.013378 ,0.033891 ,0.025032 ,0.008106 ,0.022810 ,0.026933 ,0.032592 ,0.004583 ,0.001033 ,European
83,0.034497 ,0.015204 ,0.034401 ,0.026269 ,0.010552 ,0.021121 ,0.021733 ,0.024653 ,0.004667 ,0.001966 ,European
88,0.037244 ,0.013717 ,0.033334 ,0.020136 ,0.009301 ,0.021864 ,0.024324 ,0.028965 ,0.004184 ,0.002126 ,European
88,0.044799 ,0.018491 ,0.032642 ,0.026772 ,0.009907 ,0.028755 ,0.024491 ,0.029218 ,0.004355 ,0.002469 ,European
74,0.036302 ,0.014806 ,0.030465 ,0.025542 ,0.009520 ,0.021002 ,0.025996 ,0.031290 ,0.004787 ,0.001700 ,European
74,0.038958 ,0.015029 ,0.030134 ,0.026239 ,0.009431 ,0.019988 ,0.021650 ,0.024316 ,0.004985 ,0.002014 ,European
30,0.032236 ,0.009434 ,0.021596 ,0.019385 ,0.006870 ,0.013990 ,0.019738 ,0.021119 ,0.005139 ,0.001024 ,European
49,0.029351 ,0.010959 ,0.026729 ,0.021703 ,0.006842 ,0.019077 ,0.020419 ,0.022178 ,0.004575 ,0.001063 ,European
49,0.034323 ,0.009956 ,0.021728 ,0.021260 ,0.009204 ,0.017860 ,0.020348 ,0.021990 ,0.005241 ,0.001179 ,European
52,0.033089 ,0.010981 ,0.026387 ,0.022946 ,0.008115 ,0.019252 ,0.020337 ,0.021947 ,0.004976 ,0.001440 ,European
52,0.039012 ,0.012466 ,0.023602 ,0.023307 ,0.008116 ,0.019249 ,0.021562 ,0.023876 ,0.005007 ,0.001351 ,European
61,0.040379 ,0.015470 ,0.026317 ,0.026804 ,0.008940 ,0.020279 ,0.023245 ,0.027464 ,0.004707 ,0.001528 ,European
61,0.029056 ,0.007519 ,0.025162 ,0.021948 ,0.009810 ,0.019263 ,0.021538 ,0.023780 ,0.004346 ,0.001635 ,European
78,0.037924 ,0.012228 ,0.031505 ,0.027834 ,0.010516 ,0.021646 ,0.021921 ,0.025387 ,0.004765 ,0.001825 ,European
78,0.036937 ,0.014286 ,0.031624 ,0.030570 ,0.010670 ,0.027219 ,0.026113 ,0.031395 ,0.004706 ,0.001836 ,European
