Age,MeanDNE.Apex,MedianDNE.Apex,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Population
68,0.033860 ,0.013094 ,0.021586 ,0.023995 ,0.004732 ,European
80,0.036645 ,0.012330 ,0.023096 ,0.027348 ,0.004363 ,European
52,0.037685 ,0.012736 ,0.018101 ,0.017704 ,0.004574 ,European
52,0.027353 ,0.009825 ,0.020596 ,0.022555 ,0.004555 ,European
76,0.037676 ,0.015319 ,0.021841 ,0.025098 ,0.004653 ,European
76,0.034756 ,0.013208 ,0.021851 ,0.025109 ,0.005018 ,European
49,0.030197 ,0.010675 ,0.020130 ,0.021627 ,0.005417 ,European
20,0.025030 ,0.009111 ,0.017201 ,0.015909 ,0.005709 ,European
35,0.032765 ,0.010400 ,0.017601 ,0.017114 ,0.005151 ,European
60,0.030580 ,0.016366 ,0.021815 ,0.024947 ,0.005084 ,European
39,0.027261 ,0.010756 ,0.014708 ,0.013715 ,0.006128 ,European
39,0.025692 ,0.009877 ,0.019595 ,0.020712 ,0.005838 ,European
85,0.036169 ,0.014534 ,0.026373 ,0.031789 ,0.003573 ,European
69,0.036367 ,0.013779 ,0.019871 ,0.021312 ,0.004001 ,European
68,0.037042 ,0.014379 ,0.023345 ,0.027509 ,0.004330 ,European
32,0.028965 ,0.007786 ,0.017320 ,0.016606 ,0.005910 ,European
32,0.031010 ,0.008747 ,0.021774 ,0.024839 ,0.005720 ,European
77,0.038272 ,0.011615 ,0.023961 ,0.028261 ,0.004061 ,European
77,0.036163 ,0.015097 ,0.024250 ,0.028734 ,0.003725 ,European
80,0.039968 ,0.014826 ,0.021363 ,0.023460 ,0.003989 ,European
45,0.025552 ,0.010616 ,0.022550 ,0.026178 ,0.005200 ,European
75,0.036443 ,0.014109 ,0.022656 ,0.026346 ,0.003816 ,European
29,0.033962 ,0.009150 ,0.019909 ,0.021383 ,0.005638 ,European
73,0.042902 ,0.014900 ,0.022733 ,0.026540 ,0.004119 ,European
48,0.036839 ,0.012087 ,0.020662 ,0.022616 ,0.005035 ,European
86,0.046001 ,0.015890 ,0.024218 ,0.028688 ,0.005168 ,European
79,0.040684 ,0.015973 ,0.023184 ,0.027431 ,0.004606 ,European
85,0.039771 ,0.015886 ,0.022755 ,0.026686 ,0.004442 ,European
57,0.033859 ,0.012570 ,0.021608 ,0.024107 ,0.004915 ,European
57,0.027534 ,0.012855 ,0.019998 ,0.021431 ,0.004252 ,European
51,0.029470 ,0.010292 ,0.019051 ,0.019737 ,0.004806 ,European
93,0.049248 ,0.016947 ,0.021813 ,0.024944 ,0.002444 ,European
76,0.044713 ,0.014958 ,0.023563 ,0.027685 ,0.004472 ,European
76,0.038338 ,0.011687 ,0.024077 ,0.028478 ,0.004003 ,European
72,0.037826 ,0.016444 ,0.020976 ,0.023141 ,0.004789 ,European
62,0.037217 ,0.011157 ,0.020698 ,0.022771 ,0.004311 ,European
51,0.033341 ,0.012586 ,0.022765 ,0.026703 ,0.005011 ,European
51,0.031366 ,0.011773 ,0.022228 ,0.025847 ,0.005327 ,European
69,0.030387 ,0.013986 ,0.022945 ,0.027122 ,0.004412 ,European
69,0.042356 ,0.013207 ,0.023623 ,0.027797 ,0.004488 ,European
65,0.034901 ,0.013673 ,0.021611 ,0.024109 ,0.005403 ,European
68,0.036251 ,0.013657 ,0.022737 ,0.026628 ,0.004504 ,European
68,0.035835 ,0.013727 ,0.022542 ,0.026118 ,0.004612 ,European
89,0.048558 ,0.013423 ,0.026271 ,0.031641 ,0.003519 ,European
75,0.037207 ,0.019016 ,0.023695 ,0.027880 ,0.003944 ,European
47,0.034744 ,0.011492 ,0.017871 ,0.017235 ,0.005428 ,European
68,0.037589 ,0.013955 ,0.024665 ,0.029491 ,0.005063 ,European
31,0.030477 ,0.009131 ,0.018159 ,0.017783 ,0.005362 ,European
77,0.042251 ,0.016888 ,0.023935 ,0.028204 ,0.004187 ,European
77,0.036012 ,0.016931 ,0.025049 ,0.030182 ,0.004100 ,European
39,0.035826 ,0.010367 ,0.019576 ,0.020694 ,0.005199 ,European
47,0.028629 ,0.011752 ,0.020138 ,0.021627 ,0.005102 ,European
47,0.031604 ,0.009126 ,0.017900 ,0.017274 ,0.005782 ,European
25,0.027411 ,0.010014 ,0.017248 ,0.016270 ,0.005534 ,European
25,0.023636 ,0.009129 ,0.017235 ,0.016083 ,0.005080 ,European
28,0.023185 ,0.010356 ,0.018233 ,0.018091 ,0.005385 ,European
56,0.040110 ,0.012696 ,0.020760 ,0.022839 ,0.004328 ,European
34,0.032443 ,0.010786 ,0.016391 ,0.014887 ,0.005749 ,European
61,0.033771 ,0.010539 ,0.019222 ,0.019933 ,0.004137 ,European
55,0.031168 ,0.014176 ,0.022158 ,0.025695 ,0.005149 ,European
55,0.034759 ,0.013805 ,0.020546 ,0.022456 ,0.005174 ,European
33,0.038296 ,0.010480 ,0.017288 ,0.016417 ,0.004992 ,European
33,0.032553 ,0.009768 ,0.020175 ,0.021768 ,0.005550 ,European
23,0.035445 ,0.010661 ,0.019240 ,0.019969 ,0.006140 ,European
23,0.027494 ,0.009120 ,0.019674 ,0.021045 ,0.005734 ,European
38,0.030897 ,0.007632 ,0.019339 ,0.020309 ,0.004044 ,European
38,0.035365 ,0.010592 ,0.019329 ,0.020237 ,0.005040 ,European
26,0.024281 ,0.007743 ,0.017351 ,0.016650 ,0.006257 ,European
26,0.023683 ,0.009102 ,0.017376 ,0.016872 ,0.006190 ,European
29,0.031685 ,0.009208 ,0.014684 ,0.013115 ,0.005654 ,European
20,0.027524 ,0.008851 ,0.018642 ,0.019236 ,0.006208 ,European
20,0.022206 ,0.007720 ,0.017436 ,0.016992 ,0.006591 ,European
79,0.038136 ,0.012117 ,0.020190 ,0.021794 ,0.004194 ,European
66,0.037741 ,0.013022 ,0.021768 ,0.024821 ,0.004538 ,European
89,0.039293 ,0.013438 ,0.021480 ,0.023724 ,0.004424 ,European
89,0.040294 ,0.013438 ,0.021480 ,0.023721 ,0.004424 ,European
72,0.029836 ,0.014780 ,0.017839 ,0.017227 ,0.004856 ,European
72,0.032163 ,0.014012 ,0.019728 ,0.021099 ,0.004677 ,European
22,0.022208 ,0.008645 ,0.018000 ,0.017369 ,0.005137 ,European
22,0.028935 ,0.009109 ,0.018782 ,0.019395 ,0.005631 ,European
25,0.020166 ,0.011499 ,0.017234 ,0.016067 ,0.004818 ,European
25,0.027855 ,0.009415 ,0.019623 ,0.020852 ,0.005934 ,European
94,0.047235 ,0.020881 ,0.033688 ,0.048035 ,0.002784 ,European
94,0.048044 ,0.018496 ,0.030246 ,0.038740 ,0.002680 ,European
68,0.033854 ,0.015493 ,0.022585 ,0.026203 ,0.004669 ,European
42,0.027570 ,0.010184 ,0.020189 ,0.021787 ,0.005972 ,European
20,0.029837 ,0.016074 ,0.015559 ,0.013861 ,0.006778 ,European
69,0.032137 ,0.011446 ,0.021631 ,0.024213 ,0.004334 ,European
69,0.030431 ,0.013921 ,0.021901 ,0.025366 ,0.004303 ,European
32,0.033609 ,0.013956 ,0.016383 ,0.014790 ,0.005997 ,European
26,0.030917 ,0.008341 ,0.015695 ,0.014233 ,0.006317 ,European
69,0.038655 ,0.014737 ,0.021901 ,0.025344 ,0.004303 ,European
69,0.040210 ,0.009421 ,0.022199 ,0.025776 ,0.005923 ,European
67,0.035849 ,0.012884 ,0.022688 ,0.026500 ,0.004969 ,European
34,0.025555 ,0.010354 ,0.020447 ,0.022316 ,0.005179 ,European
70,0.040131 ,0.013645 ,0.022634 ,0.026292 ,0.004192 ,European
33,0.026102 ,0.010479 ,0.017323 ,0.016635 ,0.005061 ,European
33,0.027938 ,0.010678 ,0.018506 ,0.018799 ,0.005871 ,European
87,0.042649 ,0.015206 ,0.024723 ,0.029503 ,0.004743 ,European
87,0.040018 ,0.015206 ,0.024590 ,0.029372 ,0.004016 ,European
25,0.032622 ,0.010375 ,0.017249 ,0.016299 ,0.005472 ,European
25,0.030900 ,0.010351 ,0.019775 ,0.021260 ,0.005383 ,European
63,0.038671 ,0.011820 ,0.022782 ,0.026772 ,0.005200 ,European
35,0.028897 ,0.010654 ,0.017602 ,0.017138 ,0.006178 ,European
79,0.044165 ,0.013256 ,0.021958 ,0.025458 ,0.004410 ,European
79,0.045101 ,0.017147 ,0.020234 ,0.021836 ,0.004286 ,European
20,0.025058 ,0.008800 ,0.019641 ,0.020931 ,0.005323 ,European
67,0.032204 ,0.013524 ,0.018161 ,0.017785 ,0.004805 ,European
20,0.024491 ,0.007987 ,0.017221 ,0.016035 ,0.006411 ,European
22,0.026281 ,0.009135 ,0.021738 ,0.024656 ,0.006105 ,European
22,0.023612 ,0.007346 ,0.013574 ,0.012886 ,0.008081 ,European
76,0.047362 ,0.014390 ,0.019775 ,0.021242 ,0.004697 ,European
76,0.036589 ,0.012228 ,0.020509 ,0.022415 ,0.004603 ,European
25,0.025893 ,0.009163 ,0.019280 ,0.020140 ,0.005163 ,European
25,0.023893 ,0.009154 ,0.017235 ,0.016118 ,0.005367 ,European
23,0.030758 ,0.009953 ,0.017205 ,0.015912 ,0.005407 ,European
23,0.032572 ,0.009245 ,0.017235 ,0.016140 ,0.006493 ,European
26,0.023789 ,0.010347 ,0.020256 ,0.021920 ,0.005782 ,European
26,0.037636 ,0.012061 ,0.023947 ,0.028225 ,0.007231 ,European
45,0.037386 ,0.012134 ,0.018456 ,0.018624 ,0.005926 ,European
28,0.027844 ,0.009692 ,0.018326 ,0.018271 ,0.006646 ,European
46,0.031288 ,0.009891 ,0.019696 ,0.021065 ,0.005789 ,European
46,0.031462 ,0.010813 ,0.018878 ,0.019549 ,0.005084 ,European
20,0.026077 ,0.007502 ,0.017232 ,0.016049 ,0.006383 ,European
41,0.024191 ,0.009898 ,0.017704 ,0.017222 ,0.005507 ,European
37,0.030039 ,0.010764 ,0.019546 ,0.020642 ,0.005491 ,European
48,0.032473 ,0.012013 ,0.020438 ,0.022231 ,0.005404 ,European
27,0.025483 ,0.007155 ,0.018418 ,0.018579 ,0.005850 ,European
75,0.042017 ,0.013730 ,0.020778 ,0.022992 ,0.004564 ,European
75,0.040552 ,0.015213 ,0.021280 ,0.023375 ,0.004762 ,European
62,0.040049 ,0.014339 ,0.020489 ,0.022381 ,0.004830 ,European
62,0.034451 ,0.011341 ,0.021169 ,0.023237 ,0.004318 ,European
46,0.037183 ,0.011696 ,0.020658 ,0.022608 ,0.004671 ,European
46,0.031317 ,0.011879 ,0.022293 ,0.025921 ,0.004982 ,European
23,0.031714 ,0.009257 ,0.021031 ,0.023171 ,0.006092 ,European
23,0.026987 ,0.009782 ,0.016453 ,0.014993 ,0.005904 ,European
44,0.029933 ,0.010946 ,0.019559 ,0.020651 ,0.005722 ,European
44,0.026662 ,0.010571 ,0.019317 ,0.020178 ,0.004154 ,European
72,0.034797 ,0.010415 ,0.020017 ,0.021482 ,0.004098 ,European
80,0.042193 ,0.013929 ,0.026744 ,0.032251 ,0.004358 ,European
80,0.041252 ,0.012064 ,0.024602 ,0.029420 ,0.004737 ,European
65,0.036428 ,0.017489 ,0.020765 ,0.022939 ,0.004076 ,European
75,0.035762 ,0.013743 ,0.024018 ,0.028375 ,0.003618 ,European
85,0.036596 ,0.012284 ,0.021870 ,0.025192 ,0.004446 ,European
85,0.039853 ,0.016055 ,0.024027 ,0.028396 ,0.004001 ,European
49,0.032541 ,0.011657 ,0.017849 ,0.017232 ,0.005505 ,European
49,0.031803 ,0.009600 ,0.021968 ,0.025483 ,0.005368 ,European
55,0.033169 ,0.010718 ,0.020765 ,0.022931 ,0.005076 ,European
64,0.034372 ,0.013930 ,0.021280 ,0.023353 ,0.005448 ,European
64,0.037328 ,0.012629 ,0.022406 ,0.025957 ,0.005155 ,European
40,0.028869 ,0.010634 ,0.019655 ,0.020975 ,0.005084 ,European
59,0.039875 ,0.012727 ,0.021586 ,0.024005 ,0.004334 ,European
59,0.039987 ,0.011852 ,0.021478 ,0.023704 ,0.004394 ,European
64,0.030663 ,0.012833 ,0.018808 ,0.019439 ,0.004496 ,European
70,0.032045 ,0.013101 ,0.021556 ,0.023861 ,0.004171 ,European
45,0.029582 ,0.010549 ,0.020719 ,0.022793 ,0.005870 ,European
45,0.025469 ,0.011633 ,0.019627 ,0.020888 ,0.005488 ,European
52,0.038985 ,0.012468 ,0.022505 ,0.026088 ,0.004783 ,European
52,0.027303 ,0.009851 ,0.020228 ,0.021818 ,0.004514 ,European
20,0.025520 ,0.010165 ,0.018545 ,0.019123 ,0.006333 ,European
72,0.038712 ,0.014111 ,0.024001 ,0.028367 ,0.004324 ,European
72,0.032570 ,0.011972 ,0.023350 ,0.027517 ,0.004945 ,European
69,0.032714 ,0.012545 ,0.019662 ,0.020978 ,0.004490 ,European
69,0.041696 ,0.013688 ,0.022849 ,0.027017 ,0.004166 ,European
61,0.037843 ,0.012384 ,0.021528 ,0.023760 ,0.005149 ,European
43,0.027557 ,0.009576 ,0.018083 ,0.017653 ,0.005290 ,European
43,0.030964 ,0.010930 ,0.021303 ,0.023416 ,0.005117 ,European
60,0.042304 ,0.013153 ,0.018235 ,0.018183 ,0.005968 ,European
28,0.033506 ,0.010288 ,0.016260 ,0.014574 ,0.005386 ,European
60,0.033303 ,0.012647 ,0.022776 ,0.026729 ,0.004409 ,European
28,0.031679 ,0.012374 ,0.021541 ,0.023783 ,0.004697 ,European
35,0.025998 ,0.010461 ,0.018403 ,0.018566 ,0.005298 ,European
58,0.037428 ,0.012895 ,0.021391 ,0.023610 ,0.004229 ,European
62,0.033681 ,0.010559 ,0.021378 ,0.023518 ,0.004308 ,European
58,0.029428 ,0.012981 ,0.019671 ,0.021023 ,0.005174 ,European
47,0.033633 ,0.012079 ,0.018733 ,0.019387 ,0.004612 ,European
79,0.034773 ,0.012085 ,0.021939 ,0.025445 ,0.004149 ,European
79,0.042030 ,0.014390 ,0.025196 ,0.030397 ,0.004685 ,European
52,0.033953 ,0.010013 ,0.019128 ,0.019874 ,0.004880 ,European
52,0.031467 ,0.010839 ,0.023567 ,0.027685 ,0.005177 ,European
73,0.039991 ,0.012913 ,0.021706 ,0.024544 ,0.004204 ,European
73,0.040149 ,0.013702 ,0.028214 ,0.034442 ,0.003112 ,European
52,0.031296 ,0.012929 ,0.020003 ,0.021447 ,0.004618 ,European
52,0.030683 ,0.008830 ,0.021521 ,0.023754 ,0.005787 ,European
40,0.031538 ,0.013398 ,0.019878 ,0.021348 ,0.005370 ,European
40,0.029082 ,0.009266 ,0.017134 ,0.015734 ,0.006069 ,European
74,0.044775 ,0.013987 ,0.022686 ,0.026496 ,0.004342 ,European
66,0.033904 ,0.013643 ,0.022489 ,0.026071 ,0.003993 ,European
74,0.032565 ,0.013307 ,0.022819 ,0.026868 ,0.004350 ,European
50,0.037080 ,0.008073 ,0.023889 ,0.028163 ,0.003438 ,European
29,0.032373 ,0.009129 ,0.016982 ,0.015410 ,0.005050 ,European
29,0.032642 ,0.008513 ,0.018458 ,0.018625 ,0.006296 ,European
57,0.034006 ,0.012640 ,0.021677 ,0.024352 ,0.004922 ,European
50,0.037456 ,0.009786 ,0.018153 ,0.017772 ,0.005695 ,European
50,0.030769 ,0.009784 ,0.020142 ,0.021634 ,0.005927 ,European
82,0.040169 ,0.015093 ,0.021206 ,0.023289 ,0.004410 ,European
82,0.035279 ,0.015992 ,0.025770 ,0.030814 ,0.003855 ,European
42,0.033960 ,0.011841 ,0.017620 ,0.017153 ,0.005532 ,European
57,0.036657 ,0.012942 ,0.021549 ,0.023838 ,0.005183 ,European
60,0.032861 ,0.011900 ,0.022339 ,0.025926 ,0.004654 ,European
60,0.030692 ,0.013559 ,0.019440 ,0.020519 ,0.004310 ,European
70,0.038114 ,0.016472 ,0.023503 ,0.027623 ,0.005721 ,European
70,0.037455 ,0.014646 ,0.025471 ,0.030490 ,0.004536 ,European
78,0.039742 ,0.018146 ,0.023854 ,0.028115 ,0.004627 ,European
78,0.036101 ,0.014959 ,0.021578 ,0.023983 ,0.003680 ,European
59,0.033488 ,0.013983 ,0.021865 ,0.025158 ,0.004539 ,European
69,0.029659 ,0.013217 ,0.021820 ,0.024960 ,0.004336 ,European
69,0.036178 ,0.013054 ,0.022419 ,0.025959 ,0.005735 ,European
50,0.035772 ,0.011503 ,0.021707 ,0.024548 ,0.004336 ,European
50,0.032792 ,0.010728 ,0.020615 ,0.022577 ,0.004083 ,European
84,0.037595 ,0.015951 ,0.026894 ,0.032536 ,0.004190 ,European
56,0.030517 ,0.012031 ,0.019224 ,0.019949 ,0.003746 ,European
56,0.031819 ,0.009774 ,0.021648 ,0.024286 ,0.004414 ,European
65,0.030260 ,0.011598 ,0.024273 ,0.028797 ,0.004999 ,European
77,0.034925 ,0.013149 ,0.023937 ,0.028209 ,0.004630 ,European
77,0.052511 ,0.013578 ,0.023680 ,0.027840 ,0.004180 ,European
70,0.041971 ,0.014021 ,0.022803 ,0.026786 ,0.005164 ,European
75,0.036526 ,0.012353 ,0.020391 ,0.022108 ,0.003784 ,European
75,0.039672 ,0.014728 ,0.022743 ,0.026651 ,0.004248 ,European
70,0.039604 ,0.013150 ,0.022444 ,0.026012 ,0.003870 ,European
27,0.024094 ,0.008931 ,0.018285 ,0.018238 ,0.005888 ,European
53,0.030491 ,0.011148 ,0.017810 ,0.017226 ,0.004964 ,European
53,0.035810 ,0.013567 ,0.021898 ,0.025326 ,0.004098 ,European
83,0.035453 ,0.015822 ,0.022489 ,0.026781 ,0.004826 ,European
83,0.034457 ,0.013981 ,0.023025 ,0.027252 ,0.004456 ,European
54,0.034363 ,0.013198 ,0.021755 ,0.024812 ,0.004936 ,European
47,0.030683 ,0.011631 ,0.020363 ,0.022071 ,0.005291 ,European
47,0.032111 ,0.011629 ,0.021815 ,0.024960 ,0.004559 ,European
83,0.040163 ,0.018987 ,0.022012 ,0.025536 ,0.004399 ,European
83,0.040587 ,0.015660 ,0.023929 ,0.028188 ,0.004511 ,European
61,0.035655 ,0.014521 ,0.018508 ,0.018852 ,0.005210 ,European
61,0.035693 ,0.012781 ,0.021617 ,0.024126 ,0.004762 ,European
68,0.040303 ,0.011537 ,0.024906 ,0.029794 ,0.004730 ,European
68,0.039409 ,0.018338 ,0.022655 ,0.026308 ,0.004438 ,European
68,0.035292 ,0.013294 ,0.021638 ,0.024216 ,0.005104 ,European
60,0.028178 ,0.012892 ,0.021544 ,0.023836 ,0.004976 ,European
60,0.032633 ,0.014071 ,0.021597 ,0.024059 ,0.005049 ,European
68,0.032229 ,0.013849 ,0.020025 ,0.021503 ,0.004736 ,European
63,0.039901 ,0.014382 ,0.021382 ,0.023560 ,0.004149 ,European
52,0.030104 ,0.012702 ,0.023384 ,0.027540 ,0.005196 ,European
52,0.037341 ,0.010683 ,0.021625 ,0.024179 ,0.005741 ,European
75,0.039104 ,0.012026 ,0.021840 ,0.025041 ,0.004369 ,European
65,0.039901 ,0.014382 ,0.021645 ,0.024257 ,0.004607 ,European
65,0.035788 ,0.016357 ,0.021381 ,0.023555 ,0.005644 ,European
69,0.038823 ,0.014733 ,0.023218 ,0.027453 ,0.004086 ,European
71,0.034514 ,0.013716 ,0.021407 ,0.023626 ,0.003866 ,European
80,0.035346 ,0.016818 ,0.023507 ,0.027631 ,0.004083 ,European
31,0.031190 ,0.009154 ,0.020103 ,0.021619 ,0.004922 ,European
60,0.039680 ,0.014894 ,0.018503 ,0.018673 ,0.004197 ,European
20,0.025430 ,0.010292 ,0.017386 ,0.016926 ,0.006329 ,European
20,0.030452 ,0.008788 ,0.017958 ,0.017306 ,0.006357 ,European
41,0.030934 ,0.010570 ,0.021392 ,0.023617 ,0.006746 ,European
41,0.029881 ,0.010289 ,0.017874 ,0.017245 ,0.005743 ,European
78,0.036627 ,0.013901 ,0.025769 ,0.030744 ,0.004613 ,European
78,0.044180 ,0.014054 ,0.024254 ,0.028764 ,0.004790 ,European
69,0.037292 ,0.015520 ,0.021994 ,0.025512 ,0.004201 ,European
43,0.039369 ,0.011239 ,0.018148 ,0.017764 ,0.004637 ,European
30,0.031450 ,0.009309 ,0.018794 ,0.019419 ,0.005312 ,European
30,0.025148 ,0.010722 ,0.018939 ,0.019622 ,0.004894 ,European
54,0.037449 ,0.010966 ,0.019100 ,0.019805 ,0.005608 ,European
54,0.037678 ,0.010924 ,0.021601 ,0.024086 ,0.005234 ,European
75,0.039048 ,0.014926 ,0.022983 ,0.027237 ,0.005149 ,European
44,0.036373 ,0.012056 ,0.019260 ,0.020074 ,0.004854 ,European
75,0.034990 ,0.013242 ,0.024395 ,0.029144 ,0.005337 ,European
44,0.030998 ,0.007473 ,0.019520 ,0.020605 ,0.004752 ,European
57,0.034242 ,0.012795 ,0.021573 ,0.023966 ,0.005111 ,European
58,0.028190 ,0.010947 ,0.017157 ,0.015814 ,0.005307 ,European
58,0.028372 ,0.010767 ,0.018490 ,0.018642 ,0.004969 ,European
69,0.030377 ,0.013627 ,0.024194 ,0.028682 ,0.004703 ,European
75,0.040332 ,0.016300 ,0.022488 ,0.026067 ,0.004536 ,European
75,0.037301 ,0.016097 ,0.021945 ,0.025450 ,0.004406 ,European
52,0.027799 ,0.009725 ,0.019897 ,0.021382 ,0.004397 ,European
52,0.032884 ,0.012713 ,0.022663 ,0.026354 ,0.004451 ,European
29,0.036168 ,0.009044 ,0.019153 ,0.019880 ,0.005397 ,European
29,0.024885 ,0.009120 ,0.018218 ,0.017990 ,0.005916 ,European
82,0.038581 ,0.014092 ,0.021038 ,0.023182 ,0.003885 ,European
63,0.037745 ,0.012022 ,0.022219 ,0.025824 ,0.005021 ,European
57,0.031321 ,0.010188 ,0.021617 ,0.024125 ,0.005089 ,European
57,0.034290 ,0.012594 ,0.021453 ,0.023677 ,0.004648 ,European
83,0.036086 ,0.015106 ,0.021803 ,0.024887 ,0.004280 ,European
35,0.028554 ,0.010363 ,0.018217 ,0.017950 ,0.005551 ,European
65,0.026415 ,0.013989 ,0.022206 ,0.025816 ,0.004658 ,European
65,0.032911 ,0.013060 ,0.024315 ,0.028903 ,0.004615 ,European
38,0.032292 ,0.011897 ,0.019596 ,0.020728 ,0.005914 ,European
38,0.036010 ,0.010331 ,0.017695 ,0.017217 ,0.005478 ,European
53,0.030936 ,0.013881 ,0.018719 ,0.019334 ,0.005127 ,European
53,0.030239 ,0.012737 ,0.018998 ,0.019710 ,0.004586 ,European
39,0.035889 ,0.008667 ,0.020192 ,0.021812 ,0.005383 ,European
51,0.037703 ,0.010928 ,0.023445 ,0.027571 ,0.005784 ,European
51,0.033619 ,0.012917 ,0.021544 ,0.023829 ,0.005535 ,European
65,0.033017 ,0.011386 ,0.023790 ,0.028069 ,0.004464 ,European
65,0.036335 ,0.014025 ,0.025003 ,0.030122 ,0.004676 ,European
67,0.031837 ,0.009739 ,0.021859 ,0.025126 ,0.005085 ,European
67,0.041237 ,0.016020 ,0.019348 ,0.020353 ,0.004578 ,European
62,0.037160 ,0.010689 ,0.020455 ,0.022336 ,0.004449 ,European
27,0.031279 ,0.011301 ,0.018210 ,0.017904 ,0.005733 ,European
27,0.024990 ,0.008429 ,0.020291 ,0.021938 ,0.006396 ,European
65,0.040095 ,0.012601 ,0.024893 ,0.029780 ,0.004921 ,European
65,0.038093 ,0.011002 ,0.024449 ,0.029173 ,0.004734 ,European
27,0.024147 ,0.008267 ,0.018222 ,0.018005 ,0.005620 ,European
68,0.037828 ,0.016263 ,0.024440 ,0.029163 ,0.004750 ,European
68,0.034486 ,0.013884 ,0.021750 ,0.024717 ,0.004348 ,European
65,0.036318 ,0.010862 ,0.022009 ,0.025536 ,0.004183 ,European
65,0.032117 ,0.011483 ,0.020509 ,0.022391 ,0.004912 ,European
54,0.031934 ,0.012740 ,0.021620 ,0.024165 ,0.005791 ,European
57,0.037000 ,0.014020 ,0.023750 ,0.028010 ,0.004397 ,European
57,0.027988 ,0.012294 ,0.021922 ,0.025427 ,0.005063 ,European
33,0.027837 ,0.009489 ,0.018055 ,0.017567 ,0.006118 ,European
72,0.033590 ,0.015229 ,0.025571 ,0.030501 ,0.004683 ,European
69,0.034014 ,0.016269 ,0.023111 ,0.027419 ,0.004274 ,European
72,0.042739 ,0.013688 ,0.022094 ,0.025592 ,0.004999 ,European
52,0.029662 ,0.012768 ,0.021889 ,0.025321 ,0.005222 ,European
54,0.028417 ,0.012749 ,0.021697 ,0.024445 ,0.006078 ,European
51,0.031376 ,0.011892 ,0.019426 ,0.020490 ,0.004492 ,European
70,0.039419 ,0.012142 ,0.021916 ,0.025384 ,0.004851 ,European
59,0.032531 ,0.012869 ,0.019630 ,0.020901 ,0.004804 ,European
65,0.033295 ,0.012324 ,0.024841 ,0.029677 ,0.004536 ,European
65,0.040503 ,0.015234 ,0.021842 ,0.025108 ,0.004958 ,European
56,0.031752 ,0.012529 ,0.021378 ,0.023525 ,0.004725 ,European
56,0.030866 ,0.012783 ,0.022711 ,0.026507 ,0.004689 ,European
54,0.030581 ,0.010590 ,0.020148 ,0.021674 ,0.005242 ,European
51,0.036409 ,0.012026 ,0.020690 ,0.022689 ,0.005359 ,European
84,0.046057 ,0.015744 ,0.017307 ,0.016497 ,0.003977 ,European
56,0.035938 ,0.012795 ,0.021491 ,0.023732 ,0.005669 ,European
56,0.033663 ,0.012680 ,0.019562 ,0.020661 ,0.005496 ,European
74,0.033313 ,0.014849 ,0.023731 ,0.027914 ,0.004101 ,European
74,0.030557 ,0.014092 ,0.021716 ,0.024560 ,0.004664 ,European
50,0.026772 ,0.011846 ,0.020355 ,0.022025 ,0.005812 ,European
50,0.034346 ,0.010347 ,0.020348 ,0.021988 ,0.005865 ,European
68,0.029770 ,0.011028 ,0.022374 ,0.025928 ,0.004211 ,European
54,0.036165 ,0.010355 ,0.018975 ,0.019705 ,0.005028 ,European
54,0.033863 ,0.013113 ,0.019009 ,0.019732 ,0.004477 ,European
59,0.039125 ,0.015009 ,0.021461 ,0.023685 ,0.005092 ,European
43,0.032630 ,0.012844 ,0.019529 ,0.020631 ,0.005790 ,European
43,0.031756 ,0.013313 ,0.020580 ,0.022553 ,0.004817 ,European
32,0.030291 ,0.010774 ,0.020155 ,0.021679 ,0.005190 ,European
50,0.032557 ,0.010545 ,0.020382 ,0.022086 ,0.005335 ,European
50,0.034257 ,0.011061 ,0.020354 ,0.021997 ,0.005330 ,European
67,0.031361 ,0.013734 ,0.021607 ,0.024091 ,0.004669 ,European
75,0.030689 ,0.014928 ,0.025969 ,0.031271 ,0.004482 ,European
49,0.033995 ,0.009511 ,0.019441 ,0.020547 ,0.006290 ,European
63,0.041075 ,0.013204 ,0.022929 ,0.027111 ,0.004957 ,European
63,0.039680 ,0.014842 ,0.024805 ,0.029601 ,0.004364 ,European
61,0.036065 ,0.017860 ,0.021765 ,0.024821 ,0.005245 ,European
61,0.034895 ,0.012808 ,0.021686 ,0.024437 ,0.004936 ,European
31,0.027001 ,0.008825 ,0.017555 ,0.017062 ,0.005630 ,European
89,0.042148 ,0.013118 ,0.022830 ,0.026925 ,0.004392 ,European
56,0.035682 ,0.012918 ,0.020176 ,0.021779 ,0.006263 ,European
56,0.034128 ,0.010475 ,0.020344 ,0.021954 ,0.005076 ,European
56,0.034369 ,0.012793 ,0.023593 ,0.027691 ,0.005683 ,European
46,0.027001 ,0.011882 ,0.019673 ,0.021042 ,0.005038 ,European
34,0.026086 ,0.010251 ,0.018337 ,0.018314 ,0.005480 ,European
46,0.032679 ,0.010580 ,0.019663 ,0.020988 ,0.005282 ,European
34,0.027098 ,0.007713 ,0.019449 ,0.020561 ,0.005352 ,European
62,0.028955 ,0.013017 ,0.021612 ,0.024113 ,0.005092 ,European
33,0.029083 ,0.010677 ,0.016671 ,0.015236 ,0.005373 ,European
68,0.037057 ,0.013797 ,0.022567 ,0.026193 ,0.004830 ,European
